quantity,prop_bilingual,prop_mistargeted,value
net_effect,0,0,0
net_effect,0,0.1,-0.015
net_effect,0,0.2,-0.03
net_effect,0,0.30000000000000004,-0.045000000000000005
net_effect,0,0.4,-0.06
net_effect,0,0.5,-0.075
net_effect,0,0.6000000000000001,-0.09000000000000001
net_effect,0,0.7000000000000001,-0.10500000000000001
net_effect,0,0.8,-0.12
net_effect,0,0.9,-0.135
net_effect,0,1,-0.15
net_effect,0.1,0,0.005000000000000001
net_effect,0.1,0.1,-0.0085
net_effect,0.1,0.2,-0.022000000000000002
net_effect,0.1,0.30000000000000004,-0.035500000000000004
net_effect,0.1,0.4,-0.049
net_effect,0.1,0.5,-0.0625
net_effect,0.1,0.6000000000000001,-0.07600000000000001
net_effect,0.1,0.7000000000000001,-0.08950000000000001
net_effect,0.1,0.8,-0.10300000000000001
net_effect,0.1,0.9,-0.11649999999999999
net_effect,0.1,1,-0.13
net_effect,0.2,0,0.010000000000000002
net_effect,0.2,0.1,-0.002
net_effect,0.2,0.2,-0.014000000000000002
net_effect,0.2,0.30000000000000004,-0.026000000000000002
net_effect,0.2,0.4,-0.038000000000000006
net_effect,0.2,0.5,-0.049999999999999996
net_effect,0.2,0.6000000000000001,-0.062000000000000006
net_effect,0.2,0.7000000000000001,-0.07400000000000001
net_effect,0.2,0.8,-0.08600000000000002
net_effect,0.2,0.9,-0.098
net_effect,0.2,1,-0.10999999999999999
net_effect,0.30000000000000004,0,0.015000000000000003
net_effect,0.30000000000000004,0.1,0.004500000000000004
net_effect,0.30000000000000004,0.2,-0.005999999999999995
net_effect,0.30000000000000004,0.30000000000000004,-0.016499999999999997
net_effect,0.30000000000000004,0.4,-0.026999999999999993
net_effect,0.30000000000000004,0.5,-0.03749999999999999
net_effect,0.30000000000000004,0.6000000000000001,-0.048
net_effect,0.30000000000000004,0.7000000000000001,-0.058499999999999996
net_effect,0.30000000000000004,0.8,-0.06899999999999999
net_effect,0.30000000000000004,0.9,-0.0795
net_effect,0.30000000000000004,1,-0.09
net_effect,0.4,0,0.020000000000000004
net_effect,0.4,0.1,0.011000000000000005
net_effect,0.4,0.2,0.0020000000000000052
net_effect,0.4,0.30000000000000004,-0.006999999999999999
net_effect,0.4,0.4,-0.015999999999999993
net_effect,0.4,0.5,-0.024999999999999994
net_effect,0.4,0.6000000000000001,-0.034
net_effect,0.4,0.7000000000000001,-0.043
net_effect,0.4,0.8,-0.05199999999999999
net_effect,0.4,0.9,-0.061
net_effect,0.4,1,-0.06999999999999999
net_effect,0.5,0,0.025
net_effect,0.5,0.1,0.0175
net_effect,0.5,0.2,0.010000000000000002
net_effect,0.5,0.30000000000000004,0.0024999999999999988
net_effect,0.5,0.4,-0.0049999999999999975
net_effect,0.5,0.5,-0.012499999999999997
net_effect,0.5,0.6000000000000001,-0.020000000000000004
net_effect,0.5,0.7000000000000001,-0.027500000000000004
net_effect,0.5,0.8,-0.034999999999999996
net_effect,0.5,0.9,-0.0425
net_effect,0.5,1,-0.049999999999999996
net_effect,0.6000000000000001,0,0.030000000000000006
net_effect,0.6000000000000001,0.1,0.024000000000000007
net_effect,0.6000000000000001,0.2,0.01800000000000001
net_effect,0.6000000000000001,0.30000000000000004,0.012000000000000007
net_effect,0.6000000000000001,0.4,0.006000000000000009
net_effect,0.6000000000000001,0.5,1.3877787807814457e-17
net_effect,0.6000000000000001,0.6000000000000001,-0.0059999999999999915
net_effect,0.6000000000000001,0.7000000000000001,-0.01199999999999999
